GarageCond,SalePrice
TA,755000.0
TA,745000.0
TA,625000.0
TA,611657.0
TA,582933.0
TA,556581.0
TA,555000.0
TA,538000.0
TA,501837.0
TA,485000.0
TA,475000.0
TA,466500.0
TA,465000.0
TA,451950.0
TA,446261.0
TA,440000.0
TA,438780.0
TA,437154.0
TA,430000.0
TA,426000.0
TA,424870.0
TA,423000.0
TA,415298.0
TA,412500.0
TA,410000.0
TA,403000.0
TA,402861.0
TA,402000.0
TA,395192.0
TA,395000.0
TA,394617.0
TA,394432.0
TA,392500.0
TA,392000.0
TA,386250.0
TA,385000.0
TA,385000.0
TA,383970.0
TA,381000.0
TA,380000.0
TA,378500.0
TA,377500.0
TA,377426.0
TA,375000.0
TA,374000.0
TA,372500.0
TA,372402.0
TA,370878.0
TA,369900.0
TA,367294.0
TA,361919.0
TA,360000.0
TA,359100.0
TA,354000.0
TA,350000.0
TA,350000.0
TA,348000.0
TA,345000.0
TA,345000.0
TA,342643.0
TA,341000.0
TA,340000.0
TA,340000.0
TA,339750.0
TA,337500.0
TA,337000.0
TA,336000.0
TA,335000.0
TA,335000.0
TA,335000.0
TA,333168.0
TA,328900.0
TA,328000.0
TA,326000.0
TA,325624.0
TA,325300.0
TA,325000.0
TA,325000.0
TA,325000.0
TA,325000.0
TA,324000.0
TA,320000.0
TA,320000.0
TA,320000.0
TA,320000.0
TA,319900.0
TA,319000.0
TA,318061.0
TA,318000.0
TA,318000.0
TA,317000.0
TA,316600.0
TA,315750.0
TA,315500.0
TA,315000.0
TA,315000.0
TA,315000.0
TA,315000.0
TA,314813.0
TA,313000.0
TA,312500.0
TA,311872.0
TA,311500.0
TA,310000.0
TA,310000.0
TA,309000.0
TA,307000.0
TA,306000.0
TA,305900.0
TA,305000.0
TA,303477.0
TA,302000.0
Gd,302000.0
TA,301500.0
TA,301000.0
TA,299800.0
TA,297000.0
TA,295493.0
TA,295000.0
TA,294000.0
TA,293077.0
TA,290000.0
TA,290000.0
TA,290000.0
TA,290000.0
TA,290000.0
TA,289000.0
TA,287090.0
TA,287000.0
TA,287000.0
TA,286000.0
TA,285000.0
TA,285000.0
TA,285000.0
TA,284000.0
TA,284000.0
TA,283463.0
TA,282922.0
TA,281213.0
TA,281000.0
TA,280000.0
TA,280000.0
TA,280000.0
TA,280000.0
TA,279500.0
TA,278000.0
TA,278000.0
TA,277500.0
TA,277000.0
TA,277000.0
TA,276000.0
TA,275500.0
TA,275000.0
TA,275000.0
TA,275000.0
TA,275000.0
TA,275000.0
Gd,274970.0
TA,274900.0
TA,274725.0
TA,274300.0
TA,274000.0
TA,272000.0
TA,272000.0
TA,271900.0
TA,271000.0
TA,271000.0
TA,270000.0
TA,270000.0
TA,270000.0
TA,269790.0
TA,269500.0
TA,268000.0
TA,268000.0
TA,267000.0
TA,266500.0
TA,266000.0
TA,266000.0
TA,265979.0
TA,265900.0
TA,265000.0
TA,264561.0
TA,264132.0
TA,263435.0
TA,263000.0
TA,262500.0
TA,262500.0
TA,262280.0
TA,262000.0
TA,261500.0
TA,260400.0
TA,260000.0
TA,260000.0
TA,260000.0
TA,260000.0
TA,260000.0
TA,260000.0
TA,259500.0
TA,259000.0
TA,258000.0
TA,257500.0
TA,257000.0
TA,256300.0
TA,256000.0
TA,256000.0
TA,255900.0
TA,255500.0
TA,255000.0
TA,255000.0
TA,254900.0
TA,254000.0
TA,253293.0
TA,253000.0
TA,252678.0
TA,252000.0
TA,251000.0
TA,250580.0
TA,250000.0
TA,250000.0
TA,250000.0
TA,250000.0
TA,250000.0
TA,250000.0
TA,250000.0
TA,250000.0
TA,249700.0
TA,248900.0
TA,248328.0
TA,248000.0
TA,248000.0
TA,246578.0
TA,245500.0
TA,245350.0
TA,245000.0
TA,244600.0
TA,244400.0
TA,244000.0
TA,244000.0
TA,244000.0
TA,243000.0
TA,242000.0
TA,242000.0
TA,241500.0
TA,241500.0
TA,241000.0
TA,240000.0
TA,240000.0
TA,240000.0
TA,240000.0
TA,240000.0
TA,240000.0
TA,239900.0
TA,239799.0
TA,239686.0
TA,239500.0
TA,239000.0
TA,239000.0
TA,239000.0
TA,239000.0
TA,239000.0
TA,239000.0
TA,238000.0
TA,237500.0
TA,237000.0
TA,237000.0
TA,236500.0
TA,236500.0
TA,236000.0
TA,236000.0
TA,235128.0
TA,235000.0
TA,235000.0
TA,235000.0
TA,235000.0
TA,235000.0
TA,235000.0
TA,235000.0
TA,234000.0
TA,234000.0
TA,233230.0
TA,233170.0
TA,233000.0
TA,232600.0
TA,232000.0
TA,232000.0
TA,232000.0
TA,231500.0
TA,231500.0
TA,230500.0
TA,230000.0
TA,230000.0
TA,230000.0
TA,230000.0
TA,230000.0
TA,230000.0
TA,230000.0
TA,230000.0
TA,229456.0
TA,229000.0
TA,228950.0
TA,228500.0
TA,228500.0
TA,228000.0
TA,228000.0
TA,227875.0
TA,227680.0
TA,227000.0
TA,227000.0
TA,227000.0
TA,226700.0
TA,226000.0
TA,226000.0
TA,226000.0
TA,225000.0
TA,225000.0
TA,225000.0
TA,225000.0
TA,225000.0
TA,225000.0
TA,224900.0
TA,224900.0
TA,224500.0
TA,224000.0
TA,224000.0
TA,223500.0
TA,223500.0
TA,223000.0
TA,222500.0
TA,222500.0
TA,222000.0
TA,222000.0
TA,222000.0
TA,221500.0
TA,221000.0
TA,221000.0
TA,220000.0
TA,220000.0
TA,220000.0
TA,220000.0
Fa,220000.0
TA,219500.0
TA,219500.0
TA,219500.0
TA,219210.0
TA,218000.0
TA,217500.0
TA,217000.0
TA,217000.0
TA,216837.0
TA,216500.0
TA,216000.0
TA,215200.0
TA,215000.0
TA,215000.0
TA,215000.0
TA,215000.0
TA,215000.0
TA,215000.0
TA,215000.0
TA,215000.0
TA,214900.0
TA,214500.0
TA,214000.0
TA,214000.0
TA,214000.0
TA,214000.0
TA,214000.0
TA,213500.0
TA,213500.0
TA,213490.0
TA,213250.0
TA,213000.0
TA,213000.0
TA,213000.0
TA,212900.0
TA,212000.0
TA,212000.0
TA,212000.0
TA,211000.0
TA,211000.0
TA,210000.0
TA,210000.0
TA,210000.0
TA,210000.0
TA,210000.0
TA,209500.0
TA,208900.0
TA,208900.0
TA,208500.0
TA,208300.0
TA,207500.0
TA,207500.0
TA,207500.0
TA,207500.0
TA,207500.0
TA,207000.0
TA,207000.0
TA,206900.0
TA,206300.0
TA,206000.0
TA,205950.0
TA,205000.0
TA,205000.0
TA,205000.0
TA,205000.0
TA,205000.0
TA,205000.0
TA,204900.0
TA,204750.0
TA,204000.0
TA,204000.0
TA,203000.0
TA,203000.0
TA,202900.0
TA,202665.0
TA,202500.0
TA,202500.0
TA,202500.0
TA,201800.0
TA,201000.0
TA,201000.0
TA,201000.0
TA,200624.0
TA,200500.0
TA,200500.0
TA,200141.0
TA,200100.0
TA,200000.0
TA,200000.0
TA,200000.0
TA,200000.0
TA,200000.0
TA,200000.0
TA,200000.0
TA,200000.0
TA,199900.0
TA,199900.0
TA,198900.0
TA,198500.0
TA,197900.0
TA,197900.0
TA,197900.0
TA,197500.0
TA,197500.0
TA,197000.0
TA,197000.0
TA,197000.0
TA,197000.0
TA,196500.0
TA,196500.0
TA,196000.0
TA,196000.0
TA,196000.0
TA,195400.0
TA,195000.0
TA,195000.0
TA,195000.0
TA,194700.0
TA,194500.0
TA,194500.0
TA,194500.0
TA,194201.0
TA,194000.0
TA,194000.0
TA,194000.0
TA,193879.0
TA,193500.0
TA,193500.0
TA,193000.0
TA,193000.0
TA,193000.0
TA,192500.0
TA,192500.0
TA,192140.0
TA,192000.0
TA,192000.0
TA,192000.0
TA,192000.0
TA,192000.0
TA,191000.0
TA,191000.0
TA,191000.0
TA,191000.0
TA,190000.0
TA,190000.0
TA,190000.0
TA,190000.0
TA,190000.0
TA,190000.0
TA,190000.0
TA,190000.0
TA,190000.0
TA,190000.0
TA,190000.0
TA,190000.0
TA,190000.0
TA,189950.0
TA,189000.0
TA,189000.0
TA,189000.0
TA,189000.0
TA,189000.0
TA,189000.0
TA,188700.0
TA,188500.0
TA,188000.0
TA,188000.0
TA,188000.0
TA,187750.0
TA,187500.0
TA,187500.0
TA,187500.0
TA,187500.0
TA,187500.0
TA,187500.0
TA,187100.0
TA,187000.0
TA,187000.0
TA,187000.0
TA,186700.0
TA,186500.0
TA,186500.0
TA,186000.0
TA,185900.0
TA,185850.0
TA,185750.0
TA,185500.0
TA,185000.0
TA,185000.0
TA,185000.0
TA,185000.0
TA,185000.0
TA,185000.0
TA,185000.0
TA,185000.0
TA,185000.0
TA,185000.0
TA,184900.0
TA,184750.0
TA,184100.0
TA,184000.0
TA,184000.0
TA,184000.0
TA,184000.0
TA,183900.0
TA,183500.0
TA,183200.0
TA,183000.0
TA,182900.0
TA,182000.0
TA,181900.0
TA,181500.0
TA,181134.0
TA,181000.0
TA,181000.0
TA,181000.0
TA,181000.0
TA,181000.0
TA,181000.0
TA,181000.0
TA,180500.0
TA,180500.0
TA,180500.0
TA,180500.0
TA,180000.0
TA,180000.0
TA,180000.0
TA,180000.0
TA,180000.0
TA,180000.0
TA,180000.0
TA,180000.0
TA,180000.0
Gd,180000.0
TA,179900.0
TA,179900.0
TA,179900.0
TA,179900.0
TA,179900.0
TA,179665.0
TA,179600.0
TA,179540.0
TA,179500.0
TA,179400.0
TA,179200.0
TA,179200.0
TA,179000.0
TA,179000.0
TA,179000.0
TA,178900.0
TA,178740.0
TA,178400.0
TA,178000.0
TA,178000.0
TA,178000.0
TA,178000.0
TA,178000.0
TA,178000.0
TA,178000.0
TA,177500.0
TA,177500.0
TA,177500.0
TA,177000.0
TA,177000.0
TA,177000.0
TA,177000.0
Fa,177000.0
TA,176500.0
TA,176500.0
TA,176485.0
TA,176432.0
TA,176000.0
TA,176000.0
TA,176000.0
TA,176000.0
TA,176000.0
TA,176000.0
TA,176000.0
TA,176000.0
TA,175900.0
TA,175900.0
TA,175500.0
TA,175500.0
TA,175500.0
TA,175000.0
TA,175000.0
TA,175000.0
TA,175000.0
TA,175000.0
TA,175000.0
TA,175000.0
TA,175000.0
TA,175000.0
Gd,174900.0
TA,174500.0
TA,174000.0
TA,174000.0
TA,174000.0
TA,174000.0
TA,174000.0
TA,174000.0
TA,174000.0
TA,173900.0
TA,173733.0
TA,173500.0
TA,173000.0
TA,173000.0
TA,173000.0
TA,173000.0
TA,173000.0
TA,173000.0
TA,173000.0
TA,172785.0
TA,172500.0
TA,172500.0
TA,172500.0
TA,172500.0
TA,172500.0
TA,172400.0
TA,172000.0
TA,171900.0
TA,171750.0
TA,171500.0
TA,171000.0
TA,171000.0
TA,171000.0
TA,171000.0
TA,171000.0
TA,170000.0
TA,170000.0
TA,170000.0
TA,170000.0
TA,170000.0
TA,170000.0
TA,170000.0
TA,170000.0
TA,169990.0
TA,169900.0
TA,169500.0
TA,169500.0
TA,169000.0
TA,169000.0
TA,169000.0
TA,168500.0
TA,168500.0
TA,168500.0
TA,168000.0
TA,168000.0
TA,168000.0
TA,168000.0
TA,167900.0
TA,167900.0
TA,167500.0
TA,167500.0
TA,167500.0
TA,167240.0
TA,167000.0
TA,167000.0
TA,167000.0
TA,167000.0
TA,166000.0
TA,166000.0
TA,165600.0
TA,165500.0
TA,165500.0
TA,165500.0
TA,165400.0
TA,165150.0
TA,165000.0
TA,165000.0
TA,165000.0
TA,165000.0
TA,165000.0
TA,165000.0
TA,165000.0
TA,165000.0
TA,164990.0
TA,164900.0
TA,164700.0
TA,164500.0
TA,164500.0
TA,164000.0
TA,164000.0
TA,164000.0
TA,163990.0
TA,163900.0
TA,163500.0
TA,163500.0
TA,163000.0
TA,163000.0
TA,163000.0
TA,163000.0
TA,162900.0
TA,162900.0
TA,162500.0
TA,162000.0
TA,162000.0
TA,162000.0
TA,162000.0
TA,161750.0
TA,161500.0
TA,161500.0
TA,161000.0
TA,161000.0
TA,160200.0
TA,160000.0
Fa,160000.0
TA,160000.0
TA,160000.0
TA,160000.0
TA,160000.0
Fa,160000.0
TA,160000.0
TA,160000.0
TA,160000.0
TA,160000.0
TA,160000.0
TA,159950.0
TA,159895.0
TA,159500.0
TA,159500.0
TA,159500.0
TA,159434.0
TA,159000.0
TA,159000.0
TA,159000.0
TA,159000.0
TA,158900.0
TA,158500.0
TA,158000.0
TA,158000.0
TA,158000.0
TA,158000.0
TA,158000.0
TA,158000.0
TA,157900.0
TA,157900.0
TA,157500.0
TA,157500.0
TA,157000.0
TA,157000.0
TA,157000.0
TA,157000.0
TA,157000.0
TA,157000.0
TA,156932.0
TA,156500.0
TA,156000.0
TA,156000.0
TA,156000.0
TA,156000.0
TA,155900.0
TA,155835.0
TA,155000.0
TA,155000.0
TA,155000.0
TA,155000.0
Fa,155000.0
TA,155000.0
TA,155000.0
TA,155000.0
TA,155000.0
TA,155000.0
TA,155000.0
TA,155000.0
TA,155000.0
TA,155000.0
TA,154900.0
TA,154500.0
TA,154300.0
TA,154000.0
TA,154000.0
TA,154000.0
TA,154000.0
TA,154000.0
TA,153900.0
TA,153900.0
TA,153575.0
TA,153500.0
TA,153500.0
TA,153500.0
TA,153337.0
TA,153000.0
TA,153000.0
TA,153000.0
TA,152000.0
TA,152000.0
TA,152000.0
TA,152000.0
TA,152000.0
TA,152000.0
TA,151500.0
TA,151400.0
TA,151000.0
TA,151000.0
TA,151000.0
TA,151000.0
TA,151000.0
TA,150900.0
TA,150750.0
TA,150500.0
TA,150000.0
TA,150000.0
TA,150000.0
TA,150000.0
TA,149900.0
TA,149900.0
TA,149900.0
TA,149900.0
TA,149700.0
TA,149500.0
TA,149500.0
TA,149350.0
TA,149300.0
TA,149000.0
TA,149000.0
TA,149000.0
TA,149000.0
TA,148800.0
TA,148500.0
TA,148500.0
TA,148500.0
TA,148000.0
Gd,148000.0
TA,148000.0
TA,148000.0
TA,148000.0
TA,148000.0
TA,148000.0
TA,147500.0
TA,147400.0
Fa,147000.0
TA,147000.0
TA,147000.0
TA,147000.0
Fa,147000.0
TA,147000.0
TA,147000.0
TA,147000.0
TA,147000.0
TA,146800.0
TA,146500.0
TA,146000.0
TA,146000.0
TA,146000.0
TA,145900.0
TA,145500.0
TA,145250.0
TA,145000.0
Gd,145000.0
TA,145000.0
TA,145000.0
TA,145000.0
TA,145000.0
TA,145000.0
TA,145000.0
TA,145000.0
TA,145000.0
TA,145000.0
TA,145000.0
TA,145000.0
TA,145000.0
TA,144900.0
TA,144500.0
TA,144500.0
TA,144152.0
TA,144000.0
Gd,144000.0
TA,144000.0
TA,144000.0
TA,144000.0
TA,144000.0
TA,144000.0
TA,144000.0
TA,144000.0
TA,144000.0
TA,143900.0
TA,143750.0
TA,143500.0
TA,143500.0
TA,143250.0
TA,143000.0
TA,143000.0
TA,143000.0
TA,143000.0
TA,143000.0
TA,143000.0
TA,143000.0
TA,143000.0
TA,143000.0
TA,143000.0
TA,142953.0
TA,142600.0
TA,142500.0
TA,142500.0
TA,142500.0
TA,142125.0
TA,142000.0
TA,142000.0
TA,142000.0
TA,142000.0
TA,141500.0
TA,141000.0
TA,141000.0
TA,141000.0
TA,141000.0
TA,141000.0
TA,141000.0
TA,141000.0
Fa,141000.0
TA,140200.0
TA,140000.0
TA,140000.0
TA,140000.0
TA,140000.0
TA,140000.0
Fa,140000.0
TA,140000.0
TA,140000.0
TA,140000.0
TA,140000.0
TA,140000.0
TA,140000.0
TA,140000.0
TA,140000.0
TA,140000.0
TA,140000.0
TA,140000.0
TA,140000.0
TA,140000.0
TA,140000.0
TA,139950.0
TA,139900.0
TA,139600.0
TA,139500.0
TA,139400.0
TA,139400.0
TA,139000.0
TA,139000.0
TA,139000.0
TA,139000.0
TA,139000.0
TA,139000.0
TA,139000.0
TA,139000.0
TA,139000.0
TA,139000.0
TA,139000.0
Fa,138887.0
TA,138800.0
TA,138500.0
TA,138500.0
TA,138000.0
TA,138000.0
TA,138000.0
TA,137900.0
TA,137500.0
TA,137500.0
Fa,137500.0
TA,137500.0
TA,137500.0
Fa,137500.0
TA,137450.0
Po,137000.0
TA,137000.0
TA,137000.0
TA,137000.0
Fa,137000.0
TA,136905.0
TA,136900.0
TA,136500.0
TA,136500.0
TA,136500.0
TA,136500.0
TA,136500.0
TA,136000.0
TA,136000.0
TA,136000.0
TA,135960.0
Fa,135900.0
TA,135750.0
TA,135500.0
TA,135500.0
Fa,135000.0
TA,135000.0
TA,135000.0
TA,135000.0
TA,135000.0
TA,135000.0
TA,135000.0
TA,135000.0
TA,135000.0
TA,135000.0
Fa,135000.0
TA,135000.0
TA,135000.0
TA,135000.0
TA,135000.0
TA,135000.0
TA,135000.0
TA,134900.0
TA,134900.0
TA,134800.0
TA,134500.0
TA,134500.0
TA,134450.0
TA,134432.0
TA,134000.0
TA,134000.0
TA,134000.0
TA,133900.0
TA,133900.0
TA,133700.0
TA,133500.0
TA,133000.0
TA,133000.0
TA,133000.0
TA,133000.0
TA,133000.0
TA,133000.0
TA,132500.0
TA,132500.0
TA,132500.0
TA,132500.0
TA,132500.0
TA,132500.0
TA,132250.0
TA,132000.0
TA,132000.0
TA,132000.0
TA,132000.0
Gd,132000.0
TA,132000.0
TA,131500.0
TA,131500.0
TA,131500.0
TA,131400.0
TA,131000.0
TA,131000.0
TA,131000.0
TA,130500.0
TA,130500.0
TA,130500.0
TA,130250.0
TA,130000.0
TA,130000.0
TA,130000.0
TA,130000.0
TA,130000.0
TA,130000.0
TA,130000.0
TA,130000.0
Fa,130000.0
TA,130000.0
TA,130000.0
TA,129900.0
TA,129900.0
TA,129900.0
TA,129900.0
TA,129500.0
TA,129500.0
TA,129500.0
Fa,129500.0
TA,129000.0
TA,129000.0
TA,129000.0
TA,129000.0
TA,129000.0
TA,129000.0
TA,129000.0
TA,129000.0
TA,128950.0
TA,128900.0
TA,128500.0
TA,128500.0
TA,128500.0
TA,128500.0
TA,128200.0
TA,128000.0
Fa,128000.0
TA,128000.0
Fa,128000.0
TA,128000.0
TA,128000.0
TA,128000.0
Fa,127500.0
TA,127500.0
Ex,127500.0
TA,127500.0
TA,127500.0
TA,127500.0
TA,127000.0
TA,127000.0
TA,127000.0
TA,127000.0
TA,127000.0
TA,127000.0
Fa,127000.0
TA,127000.0
TA,127000.0
TA,126500.0
TA,126175.0
TA,126000.0
TA,126000.0
TA,126000.0
TA,125500.0
TA,125500.0
TA,125500.0
TA,125500.0
TA,125000.0
Fa,125000.0
TA,125000.0
TA,125000.0
TA,125000.0
TA,125000.0
TA,125000.0
Fa,125000.0
TA,125000.0
TA,125000.0
TA,124900.0
TA,124900.0
TA,124500.0
TA,124500.0
TA,124500.0
TA,124500.0
TA,124000.0
Po,124000.0
TA,124000.0
TA,124000.0
TA,124000.0
TA,124000.0
TA,123600.0
TA,123500.0
TA,123000.0
TA,123000.0
TA,123000.0
TA,123000.0
TA,122900.0
TA,122500.0
TA,122500.0
TA,122000.0
TA,122000.0
TA,122000.0
Fa,122000.0
TA,121600.0
TA,121500.0
Po,121000.0
Ex,120500.0
TA,120500.0
TA,120500.0
TA,120500.0
TA,120000.0
TA,120000.0
TA,120000.0
TA,120000.0
TA,120000.0
TA,120000.0
TA,120000.0
TA,119900.0
TA,119900.0
TA,119750.0
TA,119500.0
TA,119500.0
TA,119500.0
TA,119500.0
TA,119200.0
TA,119000.0
TA,119000.0
TA,119000.0
TA,119000.0
TA,119000.0
TA,119000.0
TA,119000.0
TA,118964.0
TA,118858.0
TA,118500.0
TA,118500.0
TA,118500.0
Gd,118500.0
TA,118400.0
TA,118000.0
TA,118000.0
TA,118000.0
TA,118000.0
TA,118000.0
TA,118000.0
TA,117500.0
TA,117500.0
TA,117000.0
TA,117000.0
TA,117000.0
TA,117000.0
TA,116900.0
TA,116500.0
TA,116050.0
TA,116000.0
TA,116000.0
TA,116000.0
TA,115000.0
Fa,115000.0
TA,115000.0
TA,115000.0
TA,115000.0
TA,115000.0
TA,115000.0
TA,115000.0
Fa,115000.0
TA,115000.0
TA,115000.0
TA,115000.0
Fa,114504.0
TA,114500.0
TA,114500.0
Po,113000.0
TA,113000.0
TA,113000.0
TA,113000.0
TA,113000.0
TA,113000.0
TA,112500.0
TA,112500.0
TA,112000.0
TA,112000.0
TA,112000.0
TA,112000.0
TA,112000.0
TA,112000.0
TA,112000.0
TA,111250.0
TA,111000.0
Fa,110500.0
TA,110500.0
TA,110000.0
TA,110000.0
TA,110000.0
TA,110000.0
Fa,110000.0
TA,110000.0
TA,110000.0
TA,110000.0
TA,110000.0
TA,110000.0
TA,110000.0
TA,110000.0
TA,110000.0
TA,109900.0
TA,109900.0
TA,109900.0
TA,109500.0
Fa,109500.0
Fa,109500.0
TA,109500.0
TA,109008.0
TA,109000.0
TA,109000.0
TA,108959.0
TA,108500.0
TA,108480.0
TA,108000.0
TA,108000.0
TA,108000.0
Fa,108000.0
Po,108000.0
TA,108000.0
TA,107900.0
TA,107500.0
Fa,107500.0
TA,107500.0
TA,107400.0
TA,107000.0
TA,107000.0
TA,107000.0
TA,106500.0
TA,106500.0
Fa,106250.0
TA,106000.0
Po,106000.0
TA,106000.0
TA,105900.0
TA,105500.0
TA,105000.0
TA,105000.0
TA,105000.0
TA,105000.0
TA,105000.0
TA,104900.0
TA,104900.0
Fa,104000.0
TA,103600.0
Fa,103200.0
TA,103000.0
TA,102776.0
TA,102000.0
Fa,102000.0
TA,102000.0
TA,101800.0
TA,101000.0
Fa,100000.0
TA,100000.0
TA,100000.0
Fa,100000.0
TA,100000.0
TA,100000.0
TA,100000.0
Fa,100000.0
Fa,100000.0
Fa,99900.0
TA,99500.0
TA,98600.0
TA,98300.0
Fa,98000.0
Fa,98000.0
TA,98000.0
TA,97500.0
TA,97000.0
TA,97000.0
TA,97000.0
Po,96500.0
Fa,96500.0
Fa,95000.0
Fa,95000.0
TA,94750.0
TA,94500.0
Fa,94000.0
TA,93500.0
TA,93500.0
TA,93000.0
TA,93000.0
Fa,93000.0
TA,92900.0
TA,92000.0
TA,91500.0
TA,91500.0
TA,91300.0
TA,91000.0
Fa,91000.0
TA,91000.0
TA,90350.0
TA,90000.0
TA,90000.0
TA,90000.0
TA,89500.0
Fa,89500.0
TA,89471.0
TA,89000.0
Fa,88000.0
TA,88000.0
TA,88000.0
TA,88000.0
TA,87500.0
Fa,87000.0
TA,87000.0
Fa,87000.0
Fa,87000.0
TA,86000.0
Fa,86000.0
TA,86000.0
Fa,85500.0
TA,85400.0
Fa,85000.0
TA,85000.0
Fa,85000.0
TA,85000.0
TA,84900.0
Fa,84500.0
TA,84500.0
TA,84500.0
TA,84000.0
TA,83500.0
TA,83000.0
TA,83000.0
TA,82500.0
TA,82500.0
Fa,82500.0
Fa,82000.0
TA,82000.0
Fa,82000.0
Fa,81000.0
TA,81000.0
TA,81000.0
Fa,80500.0
TA,80000.0
TA,80000.0
Fa,80000.0
TA,80000.0
Fa,79900.0
TA,79900.0
TA,79500.0
Fa,79000.0
TA,79000.0
Fa,79000.0
Fa,78000.0
Fa,76500.0
Fa,76000.0
TA,75500.0
TA,75000.0
TA,73000.0
Fa,72500.0
TA,68500.0
TA,68400.0
Po,67000.0
Fa,67000.0
TA,66500.0
Fa,64500.0
TA,62383.0
Fa,61000.0
TA,60000.0
Fa,60000.0
TA,60000.0
Fa,58500.0
TA,55993.0
Fa,55000.0
Fa,55000.0
Fa,52500.0
Fa,52000.0
Fa,40000.0
Fa,39300.0
Fa,37900.0
TA,35311.0
Fa,34900.0
