GarageYrBlt,SalePrice
1994,755000.0
1996,745000.0
1995,625000.0
2009,611657.0
2009,582933.0
2005,556581.0
2008,555000.0
2003,538000.0
2009,501837.0
2009,485000.0
1993,475000.0
2001,466500.0
2006,465000.0
2008,451950.0
2008,446261.0
2006,440000.0
2006,438780.0
2006,437154.0
1992,430000.0
2008,426000.0
2006,424870.0
2005,423000.0
2007,415298.0
2003,412500.0
1996,410000.0
1995,403000.0
2009,402861.0
1994,402000.0
2010,395192.0
2006,395000.0
2008,394617.0
2010,394432.0
2008,392500.0
2007,392000.0
2003,386250.0
1981,385000.0
2007,385000.0
2007,383970.0
1982,381000.0
2006,380000.0
2009,378500.0
2006,377500.0
2005,377426.0
1965,375000.0
2003,374000.0
2008,372500.0
2007,372402.0
2009,370878.0
2005,369900.0
2008,367294.0
2006,361919.0
2003,360000.0
1934,359100.0
2004,354000.0
1995,350000.0
2004,350000.0
1997,348000.0
2005,345000.0
1972,345000.0
2006,342643.0
1993,341000.0
2004,340000.0
1998,340000.0
2008,339750.0
2008,337500.0
1999,337000.0
1998,336000.0
1989,335000.0
2008,335000.0
1959,335000.0
1999,333168.0
1999,328900.0
1996,328000.0
2004,326000.0
2007,325624.0
2005,325300.0
2005,325000.0
1988,325000.0
1994,325000.0
2006,325000.0
1993,324000.0
1990,320000.0
2006,320000.0
2007,320000.0
2006,320000.0
2005,319900.0
2005,319000.0
2007,318061.0
2007,318000.0
2007,318000.0
2004,317000.0
1983,316600.0
1996,315750.0
2008,315500.0
1932,315000.0
1998,315000.0
2006,315000.0
2004,315000.0
2007,314813.0
2000,313000.0
2002,312500.0
2007,311872.0
1939,311500.0
1993,310000.0
2008,310000.0
2004,309000.0
2004,307000.0
2008,306000.0
2004,305900.0
2003,305000.0
2007,303477.0
1971,302000.0
1990,302000.0
1994,301500.0
1987,301000.0
1994,299800.0
2007,297000.0
2008,295493.0
2003,295000.0
1974,294000.0
2008,293077.0
1995,290000.0
1999,290000.0
1995,290000.0
2006,290000.0
1994,290000.0
1959,289000.0
2008,287090.0
1976,287000.0
2001,287000.0
2001,286000.0
2002,285000.0
2003,285000.0
1992,285000.0
2003,284000.0
2003,284000.0
2006,283463.0
2007,282922.0
2005,281213.0
2006,281000.0
1998,280000.0
2006,280000.0
1975,280000.0
2004,280000.0
2006,279500.0
1981,278000.0
2000,278000.0
2005,277500.0
1988,277000.0
1958,277000.0
2007,276000.0
2005,275500.0
1989,275000.0
2003,275000.0
1985,275000.0
2001,275000.0
2004,275000.0
1966,274970.0
2004,274900.0
2006,274725.0
1998,274300.0
2003,274000.0
2001,272000.0
1977,272000.0
1990,271900.0
2002,271000.0
1994,271000.0
2006,270000.0
1995,270000.0
2002,270000.0
1997,269790.0
2009,269500.0
1992,268000.0
1970,268000.0
1998,267000.0
1941,266500.0
2006,266000.0
2005,266000.0
1950,265979.0
2006,265900.0
1996,265000.0
2006,264561.0
2008,264132.0
2009,263435.0
2003,263000.0
2008,262500.0
1968,262500.0
1990,262280.0
1994,262000.0
2001,261500.0
1996,260400.0
1991,260000.0
2005,260000.0
1983,260000.0
1993,260000.0
1979,260000.0
2005,260000.0
1945,259500.0
2004,259000.0
1998,258000.0
1957,257500.0
2005,257000.0
2007,256300.0
1954,256000.0
1920,256000.0
2002,255900.0
2006,255500.0
2006,255000.0
2002,255000.0
2004,254900.0
2006,254000.0
2009,253293.0
2005,253000.0
2009,252678.0
2005,252000.0
2000,251000.0
2008,250580.0
2000,250000.0
2003,250000.0
2006,250000.0
1968,250000.0
1936,250000.0
1990,250000.0
2005,250000.0
1978,250000.0
2006,249700.0
2007,248900.0
2007,248328.0
2000,248000.0
1994,248000.0
2006,246578.0
1996,245500.0
2008,245350.0
2007,245000.0
2008,244600.0
1940,244400.0
1973,244000.0
2000,244000.0
1968,244000.0
1950,243000.0
1961,242000.0
1960,242000.0
1988,241500.0
1954,241500.0
2007,241000.0
1992,240000.0
1974,240000.0
1908,240000.0
2006,240000.0
2004,240000.0
1995,240000.0
2005,239900.0
2006,239799.0
2003,239686.0
1995,239500.0
1987,239000.0
1997,239000.0
1918,239000.0
2007,239000.0
1932,239000.0
2007,239000.0
1991,238000.0
1970,237500.0
2003,237000.0
2002,237000.0
1995,236500.0
2001,236500.0
2000,236000.0
1993,236000.0
2008,235128.0
1960,235000.0
1918,235000.0
2006,235000.0
1977,235000.0
1935,235000.0
2000,235000.0
2000,235000.0
1926,234000.0
2003,234000.0
2006,233230.0
2009,233170.0
2004,233000.0
2006,232600.0
2006,232000.0
2005,232000.0
2003,232000.0
1997,231500.0
2001,231500.0
2000,230500.0
2002,230000.0
1999,230000.0
1999,230000.0
2002,230000.0
1956,230000.0
2008,230000.0
1931,230000.0
2001,230000.0
2009,229456.0
1988,229000.0
1965,228950.0
1989,228500.0
2002,228500.0
1981,228000.0
1993,228000.0
2007,227875.0
2008,227680.0
2001,227000.0
2002,227000.0
2006,227000.0
2005,226700.0
2003,226000.0
1966,226000.0
2001,226000.0
1953,225000.0
1990,225000.0
1948,225000.0
2007,225000.0
2003,225000.0
1999,225000.0
1998,224900.0
2003,224900.0
2009,224500.0
2010,224000.0
1993,224000.0
2001,223500.0
1923,223500.0
1969,223000.0
2001,222500.0
1998,222500.0
2009,222000.0
1988,222000.0
1997,222000.0
2005,221500.0
2002,221000.0
1998,221000.0
2001,220000.0
2005,220000.0
2006,220000.0
1992,220000.0
1977,220000.0
1998,219500.0
2003,219500.0
1940,219500.0
2006,219210.0
1976,218000.0
1977,217500.0
1953,217000.0
1997,217000.0
2004,216837.0
2002,216500.0
2000,216000.0
2009,215200.0
1960,215000.0
2001,215000.0
1977,215000.0
1993,215000.0
2003,215000.0
2004,215000.0
1998,215000.0
1986,215000.0
2002,214900.0
1930,214500.0
1999,214000.0
2002,214000.0
2004,214000.0
1999,214000.0
2007,214000.0
2006,213500.0
2001,213500.0
2005,213490.0
1998,213250.0
2004,213000.0
1993,213000.0
2000,213000.0
2005,212900.0
1996,212000.0
1985,212000.0
2007,212000.0
1988,211000.0
1998,211000.0
2004,210000.0
1994,210000.0
2008,210000.0
1950,210000.0
1978,210000.0
2006,209500.0
1997,208900.0
2006,208900.0
2003,208500.0
2009,208300.0
1957,207500.0
2003,207500.0
2008,207500.0
1984,207500.0
1980,207500.0
2004,207000.0
1922,207000.0
1969,206900.0
1997,206300.0
2006,206000.0
2007,205950.0
1977,205000.0
1994,205000.0
1978,205000.0
2001,205000.0
1965,205000.0
1976,205000.0
2006,204900.0
1997,204750.0
1999,204000.0
1996,204000.0
1996,203000.0
2005,203000.0
2002,202900.0
2005,202665.0
2006,202500.0
1984,202500.0
2005,202500.0
1965,201800.0
2003,201000.0
1994,201000.0
2007,201000.0
1975,200624.0
1998,200500.0
1954.1092260403007,200500.0
2007,200141.0
1920,200100.0
1973,200000.0
2003,200000.0
2002,200000.0
1916.0667284751587,200000.0
1997,200000.0
2003,200000.0
2002,200000.0
1969,200000.0
1998,199900.0
2007,199900.0
2009,198900.0
2003,198500.0
1976,197900.0
1998,197900.0
1967,197900.0
1972,197500.0
1976,197500.0
2006,197000.0
1970,197000.0
2005,197000.0
1979,197000.0
2004,196500.0
1988,196500.0
2004,196000.0
2005,196000.0
1977,196000.0
2007,195400.0
1976,195000.0
2002,195000.0
2004,195000.0
2005,194700.0
1993,194500.0
2007,194500.0
1994,194500.0
2006,194201.0
2006,194000.0
2006,194000.0
1978,194000.0
2006,193879.0
1968,193500.0
1994,193500.0
1993,193000.0
1999,193000.0
2004,193000.0
2005,192500.0
2002,192500.0
2005,192140.0
1999,192000.0
1977,192000.0
1998,192000.0
2004,192000.0
2002,192000.0
1999,191000.0
1996,191000.0
2005,191000.0
1993,191000.0
1977,190000.0
1971,190000.0
1955,190000.0
1986,190000.0
1976,190000.0
1966,190000.0
1977,190000.0
2004,190000.0
2004,190000.0
1977,190000.0
2005,190000.0
1964,190000.0
1992,190000.0
1925,189950.0
1988,189000.0
2005,189000.0
2001,189000.0
1999,189000.0
1992,189000.0
1998,189000.0
1939,188700.0
2004,188500.0
1976,188000.0
1998,188000.0
1995,188000.0
2006,187750.0
1980,187500.0
2003,187500.0
1966,187500.0
1990,187500.0
1984,187500.0
1995,187500.0
2001,187100.0
1993,187000.0
1976,187000.0
1964,187000.0
1963,186700.0
2005,186500.0
2000,186500.0
2009,186000.0
2004,185900.0
2005,185850.0
1968,185750.0
2004,185500.0
1998,185000.0
1993,185000.0
1997,185000.0
2006,185000.0
1955,185000.0
1967,185000.0
2003,185000.0
1970,185000.0
1974,185000.0
2004,185000.0
2003,184900.0
2007,184750.0
2002,184100.0
1986,184000.0
1972,184000.0
1925,184000.0
2004,184000.0
1999,183900.0
2004,183500.0
2002,183200.0
2003,183000.0
1981,182900.0
2007,182000.0
1960,181900.0
1976,181500.0
2007,181134.0
1979,181000.0
1997,181000.0
1974,181000.0
2005,181000.0
2000,181000.0
1999,181000.0
1998,181000.0
1964,180500.0
1990,180500.0
1940,180500.0
1964,180500.0
1970,180000.0
2000,180000.0
1969,180000.0
1968,180000.0
2003,180000.0
1993,180000.0
2003,180000.0
1976,180000.0
1985,180000.0
1990,180000.0
2007,179900.0
1975,179900.0
1990,179900.0
1965,179900.0
1968,179900.0
2006,179665.0
2004,179600.0
2007,179540.0
1939,179500.0
1999,179400.0
1992,179200.0
1991,179200.0
2000,179000.0
1970.6820052368666,179000.0
2000,179000.0
2005,178900.0
2004,178740.0
1961,178400.0
1985,178000.0
1925,178000.0
2004,178000.0
1993,178000.0
1993,178000.0
2001,178000.0
1984,178000.0
1995,177500.0
1942,177500.0
2000,177500.0
1997,177000.0
2000,177000.0
1960,177000.0
1959,177000.0
1929,177000.0
1990,176500.0
1998,176500.0
2007,176485.0
2006,176432.0
1999,176000.0
1991,176000.0
2005,176000.0
1987,176000.0
1995,176000.0
1968,176000.0
2005,176000.0
2005,176000.0
1992,175900.0
2007,175900.0
1981,175500.0
1973,175500.0
2003,175500.0
1968,175000.0
1988,175000.0
1971,175000.0
1988,175000.0
1996,175000.0
1997,175000.0
1939,175000.0
1977,175000.0
1999,175000.0
1966,174900.0
1941,174500.0
2005,174000.0
1970,174000.0
1994,174000.0
2005,174000.0
2007,174000.0
1999,174000.0
1962,174000.0
2005,173900.0
2009,173733.0
2005,173500.0
1990,173000.0
2004,173000.0
1992,173000.0
1996,173000.0
2003,173000.0
1966,173000.0
2000,173000.0
2006,172785.0
1999,172500.0
1958,172500.0
2007,172500.0
1999,172500.0
1978,172500.0
2000,172400.0
1969,172000.0
2006,171900.0
2003,171750.0
1980,171500.0
1989,171000.0
1980,171000.0
1975,171000.0
1977,171000.0
1962,171000.0
1959,170000.0
1975,170000.0
2000,170000.0
1955,170000.0
1950,170000.0
1987,170000.0
1974,170000.0
1968,170000.0
2005,169990.0
1976,169900.0
1951,169500.0
1962,169500.0
1979,169000.0
1997,169000.0
1969,169000.0
1995,168500.0
2000,168500.0
1964,168500.0
1995,168000.0
1999,168000.0
1925,168000.0
1975,168000.0
1964,167900.0
1977,167900.0
1997,167500.0
1960,167500.0
2007,167500.0
2005,167240.0
1953,167000.0
1970,167000.0
1968,167000.0
1964,167000.0
2000,166000.0
1957,166000.0
1993,165600.0
1959,165500.0
1978,165500.0
1955,165500.0
2003,165400.0
1972,165150.0
1962,165000.0
1977,165000.0
1974,165000.0
1954,165000.0
2000,165000.0
1923,165000.0
1964,165000.0
1999,165000.0
2005,164990.0
1951,164900.0
2006,164700.0
2009,164500.0
1966,164500.0
1998,164000.0
1941,164000.0
1988,164000.0
2005,163990.0
1992,163900.0
1921,163500.0
1970,163500.0
1961,163000.0
1914,163000.0
1958,163000.0
2003,163000.0
1930,162900.0
1976,162900.0
1984,162500.0
1997,162000.0
2003,162000.0
1998,162000.0
1972,162000.0
1977,161750.0
1967,161500.0
1957,161500.0
1925,161000.0
1928,161000.0
2005,160200.0
1965,160000.0
1970,160000.0
1962,160000.0
1989,160000.0
1940,160000.0
1991,160000.0
1916.0654888709819,160000.0
1964,160000.0
1999,160000.0
2008,160000.0
1966,160000.0
1977,160000.0
1966,159950.0
2007,159895.0
1996,159500.0
1977,159500.0
1954,159500.0
1968,159434.0
2004,159000.0
1962,159000.0
1963,159000.0
1950,159000.0
1978,158900.0
1950,158500.0
2006,158000.0
1964,158000.0
1972,158000.0
1968,158000.0
1964,158000.0
1969,158000.0
1958,157900.0
1962,157900.0
1960,157500.0
1983,157500.0
1960,157000.0
1953,157000.0
1973,157000.0
2005,157000.0
1978,157000.0
1989,157000.0
2007,156932.0
1957,156500.0
1996,156000.0
1978,156000.0
1965,156000.0
1969,156000.0
2004,155900.0
2006,155835.0
2007,155000.0
1966,155000.0
1958,155000.0
1971,155000.0
1915,155000.0
1964,155000.0
1953,155000.0
1966,155000.0
1971,155000.0
1999,155000.0
1976,155000.0
1957,155000.0
1963,155000.0
2004,155000.0
1921,154900.0
1963,154500.0
1960,154300.0
1968,154000.0
2003,154000.0
1966,154000.0
1968,154000.0
1959,154000.0
1993,153900.0
1949,153900.0
2003,153575.0
1998,153500.0
1948,153500.0
1975,153500.0
1979,153337.0
1954,153000.0
1955,153000.0
1968,153000.0
1926,152000.0
1950,152000.0
2000,152000.0
1969,152000.0
1976,152000.0
1986,152000.0
1960,151500.0
1973,151400.0
1978,151000.0
1980,151000.0
2004,151000.0
2005,151000.0
1969,151000.0
1976,150900.0
1974,150750.0
1977,150500.0
1998,150000.0
1993,150000.0
1957,150000.0
1970.6812620060612,150000.0
1975,149900.0
1977,149900.0
1959,149900.0
1971,149900.0
1957,149700.0
1978,149500.0
1953,149500.0
1966,149350.0
2004,149300.0
1970,149000.0
2004,149000.0
1931,149000.0
1928,149000.0
2004,148800.0
1976,148500.0
1978,148500.0
1973,148500.0
1959,148000.0
1987,148000.0
1998,148000.0
2005,148000.0
1978,148000.0
1987,148000.0
1974,148000.0
1965,147500.0
2005,147400.0
1964,147000.0
1950,147000.0
1974,147000.0
2005.0843854658651,147000.0
1981,147000.0
1992,147000.0
1992,147000.0
1948,147000.0
2007,147000.0
1976,146800.0
1942,146500.0
2007,146000.0
1977,146000.0
1978,146000.0
1970.4537834518283,145900.0
1959,145500.0
1960,145250.0
1995,145000.0
1964,145000.0
1957,145000.0
1940,145000.0
1955,145000.0
1928,145000.0
2005,145000.0
1949,145000.0
1946,145000.0
1996,145000.0
1971,145000.0
1965,145000.0
1958,145000.0
2005,145000.0
1989,144900.0
2004,144500.0
1957,144500.0
2005,144152.0
1962,144000.0
1983,144000.0
1980,144000.0
1977,144000.0
1999,144000.0
1972,144000.0
1916,144000.0
1958,144000.0
2003,144000.0
1970,144000.0
1962,143900.0
1976,143750.0
1977,143500.0
1978,143500.0
1979,143250.0
1993,143000.0
1967,143000.0
1968,143000.0
1980,143000.0
2004,143000.0
1967,143000.0
1959,143000.0
1930,143000.0
1949,143000.0
1963,143000.0
1979,142953.0
1987,142600.0
1984,142500.0
1974,142500.0
2005,142500.0
1950,142125.0
1968,142000.0
1962,142000.0
1959,142000.0
1960,142000.0
1995,141500.0
1959,141000.0
1996.26014004525,141000.0
1960,141000.0
1951,141000.0
1957,141000.0
1979,141000.0
2004,141000.0
1953.5923582896125,141000.0
1939,140200.0
1998,140000.0
1990,140000.0
2003,140000.0
1954,140000.0
1940,140000.0
1965,140000.0
1977,140000.0
2003,140000.0
1965,140000.0
1969,140000.0
1999,140000.0
1934,140000.0
1963,140000.0
1958,140000.0
1958,140000.0
1980,140000.0
1980,140000.0
2005,140000.0
1950,140000.0
1962,140000.0
1961,139950.0
1960,139900.0
1955,139600.0
1940,139500.0
1930,139400.0
1954,139400.0
1958,139000.0
1962,139000.0
1958,139000.0
1958,139000.0
1956,139000.0
1971,139000.0
1961,139000.0
1963,139000.0
1988,139000.0
1985,139000.0
1970.681244362965,139000.0
1914,138887.0
1969,138800.0
1973,138500.0
1968,138500.0
1985,138000.0
2000,138000.0
1950,138000.0
1951,137900.0
1963,137500.0
1974,137500.0
1922,137500.0
1958,137500.0
2004,137500.0
1933,137500.0
1925,137450.0
1910,137000.0
1996,137000.0
1954,137000.0
1965,137000.0
1948,137000.0
1976,136905.0
1954,136900.0
1962.0791649852345,136500.0
1978,136500.0
1961,136500.0
1925,136500.0
2003,136500.0
1958,136000.0
1916,136000.0
1970.6828428290019,136000.0
1979,135960.0
1916.0745945690533,135900.0
1956,135750.0
1967,135500.0
1955,135500.0
1916,135000.0
1947,135000.0
1986,135000.0
1969,135000.0
1906,135000.0
1958,135000.0
1977,135000.0
1961,135000.0
1956,135000.0
1955,135000.0
1952.115766551587,135000.0
1948,135000.0
1985,135000.0
1956,135000.0
1960,135000.0
1981,135000.0
1973,135000.0
1983,134900.0
1999,134900.0
2005,134800.0
1953,134500.0
1962,134500.0
1957,134450.0
1991,134432.0
1976,134000.0
1983,134000.0
1968,134000.0
1900,133900.0
1974,133900.0
1959,133700.0
1972,133500.0
1941,133000.0
1998,133000.0
1935,133000.0
1949,133000.0
1963,133000.0
1988,133000.0
1996,132500.0
1963,132500.0
1959,132500.0
1962,132500.0
1939,132500.0
1976,132500.0
1963,132250.0
1991,132000.0
1948,132000.0
1954,132000.0
1956,132000.0
1910,132000.0
1977,132000.0
1954,131500.0
2003,131500.0
1965,131500.0
1961,131400.0
1949,131000.0
1983,131000.0
2003,131000.0
1976,130500.0
1946,130500.0
1982,130500.0
1977,130250.0
1962,130000.0
2004,130000.0
2004,130000.0
1974,130000.0
1958,130000.0
1967,130000.0
1961,130000.0
1967,130000.0
1929.2489750523978,130000.0
1968,130000.0
2004,130000.0
1931,129900.0
1976,129900.0
1964,129900.0
1957,129900.0
1965,129500.0
1987,129500.0
1987,129500.0
1950,129500.0
1956,129000.0
1965,129000.0
1970,129000.0
1961,129000.0
1980,129000.0
1956,129000.0
1968,129000.0
1990,129000.0
1965.5504985706982,128950.0
1956,128900.0
1991,128500.0
1963,128500.0
1969,128500.0
1972,128500.0
1976,128200.0
1977,128000.0
1920,128000.0
1920,128000.0
1920.553197421984,128000.0
1996,128000.0
1954,128000.0
1936,128000.0
1943.5036802718348,127500.0
1956,127500.0
2008,127500.0
1970.6811989006455,127500.0
1978,127500.0
1977,127500.0
1966,127000.0
1948,127000.0
1986,127000.0
1989,127000.0
1924,127000.0
1962,127000.0
1931.4841108677635,127000.0
1960,127000.0
1977,127000.0
1974,126500.0
1955,126175.0
1940,126000.0
1977,126000.0
1996,126000.0
1967,125500.0
1951,125500.0
1922,125500.0
1966,125500.0
1963,125000.0
1923,125000.0
1974,125000.0
1984,125000.0
1977,125000.0
1963,125000.0
1950,125000.0
1925,125000.0
1966,125000.0
1970,125000.0
1973,124900.0
1963,124900.0
1982,124500.0
1952,124500.0
1959,124500.0
1994,124500.0
1970.6812318801901,124000.0
1937,124000.0
1980,124000.0
1950,124000.0
1967,124000.0
1962,124000.0
1993.1017356821726,123600.0
1952,123500.0
1953,123000.0
1985,123000.0
1974,123000.0
1967,123000.0
2003,122900.0
1971,122500.0
1971,122500.0
1975,122000.0
1970,122000.0
1960,122000.0
1930.4419949040748,122000.0
1946,121600.0
1957,121500.0
1916,121000.0
1966,120500.0
1989,120500.0
2002,120500.0
1974,120500.0
1957,120000.0
1980,120000.0
1981,120000.0
1958,120000.0
1959,120000.0
1970,120000.0
1929,120000.0
1939,119900.0
1979,119900.0
1938,119750.0
1937,119500.0
1981,119500.0
1984,119500.0
1972,119500.0
1948,119200.0
2002,119000.0
1978,119000.0
1926,119000.0
1950,119000.0
1950,119000.0
1956,119000.0
1940,119000.0
1979,118964.0
1979,118858.0
1947,118500.0
1970.681228894046,118500.0
1961,118500.0
1997,118500.0
1920,118400.0
1939,118000.0
1972,118000.0
1953.5928220432334,118000.0
1954,118000.0
1972,118000.0
1953.5536646567325,118000.0
1965,117500.0
1930,117500.0
1950,117000.0
1955,117000.0
1960,117000.0
1977,117000.0
1982,116900.0
1953.668364086934,116500.0
1972,116050.0
1990,116000.0
1955,116000.0
1953,116000.0
1948,115000.0
1917.660140644708,115000.0
1970.68118627434,115000.0
1936,115000.0
1936,115000.0
1927,115000.0
1976,115000.0
1960,115000.0
1977,115000.0
1926,115000.0
1964,115000.0
1957,115000.0
1930,114504.0
1985,114500.0
1958,114500.0
1916.0645859474757,113000.0
1949,113000.0
1954,113000.0
1973,113000.0
1922,113000.0
1941,113000.0
1957,112500.0
1980,112500.0
1924,112000.0
1991,112000.0
1956,112000.0
1978,112000.0
2007,112000.0
1970.679311467236,112000.0
1950,112000.0
1980,111250.0
1954,111000.0
1931.960219827687,110500.0
1976,110500.0
1963,110000.0
1966,110000.0
1948,110000.0
2005,110000.0
1932,110000.0
1950,110000.0
1981,110000.0
1968,110000.0
1968,110000.0
1953,110000.0
1979,110000.0
1999,110000.0
1966,110000.0
1950,109900.0
1966,109900.0
1957,109900.0
1950,109500.0
1924,109500.0
1931.489157953083,109500.0
1962,109500.0
1964,109008.0
1953,109000.0
1940,109000.0
1969,108959.0
1997,108500.0
1968,108480.0
1940,108000.0
2002,108000.0
1994,108000.0
1931.686938387116,108000.0
1940,108000.0
1968,108000.0
1954,107900.0
1967,107500.0
1943.2110937935238,107500.0
1985,107500.0
1915,107400.0
1940,107000.0
1976,107000.0
1966,107000.0
1959,106500.0
1936,106500.0
1916.0645419526722,106250.0
1987,106000.0
1910,106000.0
1970,106000.0
2005,105900.0
1962,105500.0
1931,105000.0
1941,105000.0
1967,105000.0
1939,105000.0
1998,105000.0
1965,104900.0
1920,104900.0
1917.2347281841983,104000.0
1930,103600.0
1932.8071075521525,103200.0
1962,103000.0
1964,102776.0
1951,102000.0
1931.4859127491343,102000.0
1926,102000.0
1962,101800.0
1935,101000.0
1954,100000.0
1979,100000.0
1935,100000.0
1931.652826246951,100000.0
1965,100000.0
1973,100000.0
1967,100000.0
1953.5924071038214,100000.0
1958,100000.0
1930.9026559906104,99900.0
1979,99500.0
1961,98600.0
1950,98300.0
1932.0914517236727,98000.0
1916,98000.0
1945,98000.0
1948,97500.0
1989,97000.0
1956,97000.0
1970.6811991105403,97000.0
1926,96500.0
1928.930467887739,96500.0
1941,95000.0
1920,95000.0
1965,94750.0
1972,94500.0
1931.48898621073,94000.0
1949,93500.0
1970.6791865216312,93500.0
1954,93000.0
1974,93000.0
1953.5924166825348,93000.0
1987,92900.0
1970.681198938839,92000.0
1954,91500.0
1970.681200290887,91500.0
1938,91300.0
1973,91000.0
1922,91000.0
1925,91000.0
1990,90350.0
1967,90000.0
1945,90000.0
1956,90000.0
1971,89500.0
1931.1931874728762,89500.0
1995,89471.0
1921,89000.0
1970.60865596027,88000.0
1971,88000.0
1925,88000.0
1970,88000.0
1949,87500.0
1931.4891239420847,87000.0
1941,87000.0
1920,87000.0
1957,87000.0
1970,86000.0
1923.269321154981,86000.0
1920,86000.0
1931.4383437802528,85500.0
1971,85400.0
1916.064590347636,85000.0
1976,85000.0
1929.9998718024065,85000.0
1956,85000.0
1946,84900.0
1918.8784264551841,84500.0
1970.681198910107,84500.0
1993.0546827607463,84500.0
1957,84000.0
1973,83500.0
1920,83000.0
1973,83000.0
1961,82500.0
1977,82500.0
1931.578213924002,82500.0
1953.1667824384174,82000.0
1950,82000.0
1956,82000.0
1927.1450348275214,81000.0
1970.6811989103214,81000.0
1994,81000.0
1930.5432653117487,80500.0
1945,80000.0
1970,80000.0
1953.59339013978,80000.0
1941,80000.0
1916.1259426064955,79900.0
1953,79900.0
1988,79500.0
1928.6568864323626,79000.0
1940,79000.0
1931.489259010776,79000.0
1920,78000.0
1917.6795259901878,76500.0
1950,76000.0
1970.6811989101957,75500.0
1970,75000.0
1965,73000.0
1955,72500.0
1920,68500.0
1980,68400.0
1920,67000.0
1928.1985179486674,67000.0
1941,66500.0
1928,64500.0
1965,62383.0
1951.2979818229642,61000.0
1958,60000.0
1916.6395862706954,60000.0
1930,60000.0
1938,58500.0
1952,55993.0
1916.0645161482428,55000.0
1916.113350943376,55000.0
1916.515887583565,52500.0
1931.4298158554652,52000.0
1920,40000.0
1953.5923813672096,39300.0
1916.0709649197593,37900.0
1958,35311.0
1916.0661038844316,34900.0
