MSZoning,SalePrice
RL,755000.0
RL,745000.0
RL,625000.0
RL,611657.0
RL,582933.0
RL,556581.0
RL,555000.0
RL,538000.0
RL,501837.0
RL,485000.0
RM,475000.0
RL,466500.0
RL,465000.0
RL,451950.0
RL,446261.0
RL,440000.0
RL,438780.0
RL,437154.0
RL,430000.0
RL,426000.0
RL,424870.0
RL,423000.0
RL,415298.0
RL,412500.0
RL,410000.0
RL,403000.0
RL,402861.0
RL,402000.0
RL,395192.0
RL,395000.0
RL,394617.0
RL,394432.0
RM,392500.0
RL,392000.0
RL,386250.0
RL,385000.0
RL,385000.0
RL,383970.0
RL,381000.0
RL,380000.0
RL,378500.0
RL,377500.0
RL,377426.0
RL,375000.0
RL,374000.0
RL,372500.0
RL,372402.0
FV,370878.0
RL,369900.0
RL,367294.0
RL,361919.0
RL,360000.0
RL,359100.0
RL,354000.0
RL,350000.0
RL,350000.0
RL,348000.0
RL,345000.0
RL,345000.0
RL,342643.0
RL,341000.0
FV,340000.0
RL,340000.0
FV,339750.0
RL,337500.0
RL,337000.0
RL,336000.0
RL,335000.0
RL,335000.0
RL,335000.0
RL,333168.0
FV,328900.0
RL,328000.0
RL,326000.0
RL,325624.0
RL,325300.0
RL,325000.0
RM,325000.0
RL,325000.0
RL,325000.0
RL,324000.0
RL,320000.0
RL,320000.0
RL,320000.0
RL,320000.0
RL,319900.0
RL,319000.0
RL,318061.0
RL,318000.0
RL,318000.0
RL,317000.0
RL,316600.0
RL,315750.0
RL,315500.0
RL,315000.0
RL,315000.0
RL,315000.0
RL,315000.0
RL,314813.0
RL,313000.0
RL,312500.0
RL,311872.0
RL,311500.0
RL,310000.0
FV,310000.0
RL,309000.0
RL,307000.0
RL,306000.0
RL,305900.0
RL,305000.0
FV,303477.0
RL,302000.0
RL,302000.0
RL,301500.0
RL,301000.0
RL,299800.0
RL,297000.0
RL,295493.0
RM,295000.0
RL,294000.0
RL,293077.0
RL,290000.0
RL,290000.0
RL,290000.0
RL,290000.0
RL,290000.0
RL,289000.0
RL,287090.0
RL,287000.0
RL,287000.0
RL,286000.0
RL,285000.0
RL,285000.0
RL,285000.0
RL,284000.0
RL,284000.0
RL,283463.0
RL,282922.0
RL,281213.0
RL,281000.0
RL,280000.0
RL,280000.0
RL,280000.0
RL,280000.0
RL,279500.0
RL,278000.0
RL,278000.0
RL,277500.0
RL,277000.0
RL,277000.0
RL,276000.0
RL,275500.0
RL,275000.0
RL,275000.0
RL,275000.0
RL,275000.0
RM,275000.0
RL,274970.0
RL,274900.0
RL,274725.0
RL,274300.0
RL,274000.0
RL,272000.0
RL,272000.0
RL,271900.0
RL,271000.0
RL,271000.0
FV,270000.0
RL,270000.0
RL,270000.0
RL,269790.0
RL,269500.0
RL,268000.0
RL,268000.0
RL,267000.0
RL,266500.0
FV,266000.0
RL,266000.0
RM,265979.0
RL,265900.0
RL,265000.0
RL,264561.0
RL,264132.0
FV,263435.0
FV,263000.0
FV,262500.0
RL,262500.0
RL,262280.0
RL,262000.0
RL,261500.0
RL,260400.0
RL,260000.0
RL,260000.0
RL,260000.0
RL,260000.0
RL,260000.0
RL,260000.0
RL,259500.0
RL,259000.0
RL,258000.0
RL,257500.0
RL,257000.0
RL,256300.0
RL,256000.0
RM,256000.0
RL,255900.0
RL,255500.0
RL,255000.0
RL,255000.0
FV,254900.0
RL,254000.0
RL,253293.0
RL,253000.0
FV,252678.0
FV,252000.0
RL,251000.0
FV,250580.0
RL,250000.0
FV,250000.0
RL,250000.0
RL,250000.0
RL,250000.0
RL,250000.0
FV,250000.0
RL,250000.0
FV,249700.0
RL,248900.0
RL,248328.0
RL,248000.0
RL,248000.0
RL,246578.0
RL,245500.0
RL,245350.0
RL,245000.0
RL,244600.0
RL,244400.0
RL,244000.0
RL,244000.0
RL,244000.0
RL,243000.0
RL,242000.0
RL,242000.0
RL,241500.0
RL,241500.0
FV,241000.0
RL,240000.0
RL,240000.0
RL,240000.0
RL,240000.0
RL,240000.0
RL,240000.0
RL,239900.0
RL,239799.0
RL,239686.0
RL,239500.0
RL,239000.0
FV,239000.0
RL,239000.0
RL,239000.0
RL,239000.0
RL,239000.0
RL,238000.0
RL,237500.0
RL,237000.0
RL,237000.0
RL,236500.0
RL,236500.0
RL,236000.0
RL,236000.0
RL,235128.0
RL,235000.0
RL,235000.0
RM,235000.0
RL,235000.0
RL,235000.0
RL,235000.0
RL,235000.0
RL,234000.0
RL,234000.0
RL,233230.0
RL,233170.0
RL,233000.0
FV,232600.0
RL,232000.0
RL,232000.0
RL,232000.0
RL,231500.0
RL,231500.0
RL,230500.0
RL,230000.0
RL,230000.0
RL,230000.0
RL,230000.0
RL,230000.0
RL,230000.0
RL,230000.0
RL,230000.0
FV,229456.0
RL,229000.0
RL,228950.0
RL,228500.0
RL,228500.0
RL,228000.0
RL,228000.0
FV,227875.0
RL,227680.0
RL,227000.0
RL,227000.0
RL,227000.0
FV,226700.0
RL,226000.0
RL,226000.0
FV,226000.0
RL,225000.0
RL,225000.0
RL,225000.0
RL,225000.0
RL,225000.0
RL,225000.0
RL,224900.0
RL,224900.0
RL,224500.0
RL,224000.0
RL,224000.0
RL,223500.0
RL,223500.0
RL,223000.0
RL,222500.0
RL,222500.0
FV,222000.0
RL,222000.0
RL,222000.0
RL,221500.0
RL,221000.0
RL,221000.0
RL,220000.0
RL,220000.0
RL,220000.0
RL,220000.0
RL,220000.0
RL,219500.0
RL,219500.0
RL,219500.0
RL,219210.0
RL,218000.0
RL,217500.0
RL,217000.0
RL,217000.0
RL,216837.0
RL,216500.0
FV,216000.0
FV,215200.0
RL,215000.0
RL,215000.0
RL,215000.0
RL,215000.0
RL,215000.0
RL,215000.0
RL,215000.0
RL,215000.0
RL,214900.0
RL,214500.0
RL,214000.0
RL,214000.0
RL,214000.0
RL,214000.0
RL,214000.0
RL,213500.0
RL,213500.0
RL,213490.0
RL,213250.0
RL,213000.0
RL,213000.0
RL,213000.0
RL,212900.0
RL,212000.0
RL,212000.0
RL,212000.0
RL,211000.0
RL,211000.0
RL,210000.0
RL,210000.0
FV,210000.0
RL,210000.0
RL,210000.0
RL,209500.0
RL,208900.0
FV,208900.0
RL,208500.0
FV,208300.0
RL,207500.0
FV,207500.0
RL,207500.0
RL,207500.0
RL,207500.0
RM,207000.0
RL,207000.0
RL,206900.0
RM,206300.0
RL,206000.0
FV,205950.0
RL,205000.0
RL,205000.0
RL,205000.0
RL,205000.0
RL,205000.0
RL,205000.0
RL,204900.0
RL,204750.0
RL,204000.0
RL,204000.0
RL,203000.0
RL,203000.0
RL,202900.0
RL,202665.0
RL,202500.0
RL,202500.0
RL,202500.0
RL,201800.0
RL,201000.0
RL,201000.0
RL,201000.0
RL,200624.0
RL,200500.0
RL,200500.0
RL,200141.0
RL,200100.0
RL,200000.0
RM,200000.0
RL,200000.0
RH,200000.0
RL,200000.0
RL,200000.0
RL,200000.0
RL,200000.0
RL,199900.0
FV,199900.0
RL,198900.0
RL,198500.0
RL,197900.0
RL,197900.0
RL,197900.0
RL,197500.0
RL,197500.0
FV,197000.0
RL,197000.0
FV,197000.0
RL,197000.0
RL,196500.0
RL,196500.0
FV,196000.0
RL,196000.0
RL,196000.0
RL,195400.0
RL,195000.0
RL,195000.0
RL,195000.0
RL,194700.0
RL,194500.0
RL,194500.0
RL,194500.0
RL,194201.0
RL,194000.0
RL,194000.0
RL,194000.0
RL,193879.0
RL,193500.0
RL,193500.0
RL,193000.0
RL,193000.0
RL,193000.0
RL,192500.0
RL,192500.0
RL,192140.0
RL,192000.0
RL,192000.0
RL,192000.0
RL,192000.0
RL,192000.0
RL,191000.0
RL,191000.0
RL,191000.0
RL,191000.0
RL,190000.0
RL,190000.0
RL,190000.0
RL,190000.0
RL,190000.0
RL,190000.0
RL,190000.0
RL,190000.0
RL,190000.0
RL,190000.0
RL,190000.0
RL,190000.0
RL,190000.0
RL,189950.0
RL,189000.0
RL,189000.0
RL,189000.0
RL,189000.0
RL,189000.0
RL,189000.0
RL,188700.0
RL,188500.0
RL,188000.0
RL,188000.0
RL,188000.0
FV,187750.0
RL,187500.0
RL,187500.0
RL,187500.0
RL,187500.0
RL,187500.0
RL,187500.0
RL,187100.0
RL,187000.0
RL,187000.0
RL,187000.0
RL,186700.0
FV,186500.0
RL,186500.0
RL,186000.0
RL,185900.0
RL,185850.0
RL,185750.0
RL,185500.0
RL,185000.0
RL,185000.0
RL,185000.0
FV,185000.0
RL,185000.0
RL,185000.0
RL,185000.0
RL,185000.0
RL,185000.0
FV,185000.0
RL,184900.0
RL,184750.0
RL,184100.0
RL,184000.0
RL,184000.0
RL,184000.0
RL,184000.0
FV,183900.0
RL,183500.0
RL,183200.0
RL,183000.0
RL,182900.0
FV,182000.0
RL,181900.0
RL,181500.0
RL,181134.0
RL,181000.0
RL,181000.0
RL,181000.0
RL,181000.0
RL,181000.0
RL,181000.0
RH,181000.0
RL,180500.0
RL,180500.0
RL,180500.0
RL,180500.0
RL,180000.0
RL,180000.0
RL,180000.0
RL,180000.0
RL,180000.0
RL,180000.0
RL,180000.0
RL,180000.0
RL,180000.0
RL,180000.0
RL,179900.0
RL,179900.0
RL,179900.0
RL,179900.0
RL,179900.0
RL,179665.0
RL,179600.0
RL,179540.0
RL,179500.0
FV,179400.0
RL,179200.0
RL,179200.0
RL,179000.0
RL,179000.0
RL,179000.0
RL,178900.0
RM,178740.0
RL,178400.0
RL,178000.0
RM,178000.0
RL,178000.0
RL,178000.0
RL,178000.0
RL,178000.0
RL,178000.0
RL,177500.0
RL,177500.0
FV,177500.0
RL,177000.0
FV,177000.0
RL,177000.0
RL,177000.0
RL,177000.0
RL,176500.0
RL,176500.0
RL,176485.0
RL,176432.0
FV,176000.0
RL,176000.0
FV,176000.0
RL,176000.0
RL,176000.0
RL,176000.0
RL,176000.0
RL,176000.0
RL,175900.0
RL,175900.0
RL,175500.0
RL,175500.0
RL,175500.0
RL,175000.0
RL,175000.0
RL,175000.0
RL,175000.0
RL,175000.0
RL,175000.0
RL,175000.0
RL,175000.0
RL,175000.0
RL,174900.0
RL,174500.0
RL,174000.0
RL,174000.0
RL,174000.0
RL,174000.0
RL,174000.0
FV,174000.0
RL,174000.0
RL,173900.0
FV,173733.0
RL,173500.0
RL,173000.0
RL,173000.0
RL,173000.0
RL,173000.0
RL,173000.0
RL,173000.0
RL,173000.0
RL,172785.0
FV,172500.0
RL,172500.0
RL,172500.0
FV,172500.0
RL,172500.0
RL,172400.0
RL,172000.0
FV,171900.0
RL,171750.0
RL,171500.0
RL,171000.0
RL,171000.0
RL,171000.0
RL,171000.0
RL,171000.0
RL,170000.0
RL,170000.0
RL,170000.0
RL,170000.0
RL,170000.0
RL,170000.0
RL,170000.0
RL,170000.0
RL,169990.0
RL,169900.0
RM,169500.0
RL,169500.0
RL,169000.0
RL,169000.0
RL,169000.0
RL,168500.0
FV,168500.0
RL,168500.0
RL,168000.0
RL,168000.0
RM,168000.0
RL,168000.0
RL,167900.0
RL,167900.0
RL,167500.0
RL,167500.0
RL,167500.0
RL,167240.0
RL,167000.0
RL,167000.0
RL,167000.0
RL,167000.0
RL,166000.0
RL,166000.0
RL,165600.0
RL,165500.0
RL,165500.0
RL,165500.0
RL,165400.0
RL,165150.0
RL,165000.0
RL,165000.0
RL,165000.0
RL,165000.0
FV,165000.0
RL,165000.0
RL,165000.0
RM,165000.0
RL,164990.0
RL,164900.0
FV,164700.0
FV,164500.0
RL,164500.0
RM,164000.0
RL,164000.0
RL,164000.0
RL,163990.0
RL,163900.0
RL,163500.0
RL,163500.0
RL,163000.0
RM,163000.0
RL,163000.0
RM,163000.0
RM,162900.0
RL,162900.0
RL,162500.0
RL,162000.0
RL,162000.0
RM,162000.0
RL,162000.0
RL,161750.0
RL,161500.0
RL,161500.0
RM,161000.0
RM,161000.0
RL,160200.0
RL,160000.0
RL,160000.0
RL,160000.0
RL,160000.0
RL,160000.0
RL,160000.0
RH,160000.0
RL,160000.0
FV,160000.0
RL,160000.0
RL,160000.0
RL,160000.0
RL,159950.0
RL,159895.0
RM,159500.0
RL,159500.0
RL,159500.0
RH,159434.0
RL,159000.0
RL,159000.0
RL,159000.0
RM,159000.0
RL,158900.0
RL,158500.0
RL,158000.0
RL,158000.0
RL,158000.0
RL,158000.0
RL,158000.0
RL,158000.0
RL,157900.0
RL,157900.0
RL,157500.0
RM,157500.0
RL,157000.0
RL,157000.0
RL,157000.0
RL,157000.0
RL,157000.0
RM,157000.0
RL,156932.0
RL,156500.0
RL,156000.0
RL,156000.0
RL,156000.0
RL,156000.0
RM,155900.0
RL,155835.0
RL,155000.0
RL,155000.0
RL,155000.0
RL,155000.0
RM,155000.0
RL,155000.0
RL,155000.0
RL,155000.0
RL,155000.0
FV,155000.0
RL,155000.0
RL,155000.0
RL,155000.0
RL,155000.0
RL,154900.0
RL,154500.0
RL,154300.0
RL,154000.0
RL,154000.0
RL,154000.0
RL,154000.0
RL,154000.0
RL,153900.0
RM,153900.0
RL,153575.0
RM,153500.0
RM,153500.0
RL,153500.0
RL,153337.0
RL,153000.0
RL,153000.0
RL,153000.0
RM,152000.0
RM,152000.0
RL,152000.0
RL,152000.0
RL,152000.0
RL,152000.0
RL,151500.0
RM,151400.0
RL,151000.0
RM,151000.0
FV,151000.0
FV,151000.0
RL,151000.0
RL,150900.0
RL,150750.0
RL,150500.0
RL,150000.0
RL,150000.0
RL,150000.0
RL,150000.0
RL,149900.0
RL,149900.0
RL,149900.0
RL,149900.0
RM,149700.0
RL,149500.0
RL,149500.0
RL,149350.0
RM,149300.0
RL,149000.0
RM,149000.0
RL,149000.0
RM,149000.0
FV,148800.0
RL,148500.0
RL,148500.0
RL,148500.0
RL,148000.0
RL,148000.0
RL,148000.0
RM,148000.0
RL,148000.0
RL,148000.0
RL,148000.0
RL,147500.0
FV,147400.0
RM,147000.0
RL,147000.0
RL,147000.0
RL,147000.0
RL,147000.0
RL,147000.0
RL,147000.0
RM,147000.0
RL,147000.0
RL,146800.0
RL,146500.0
FV,146000.0
RL,146000.0
RL,146000.0
RL,145900.0
RL,145500.0
RL,145250.0
RL,145000.0
RL,145000.0
RL,145000.0
RL,145000.0
RL,145000.0
RL,145000.0
RL,145000.0
RH,145000.0
RH,145000.0
RL,145000.0
RL,145000.0
RL,145000.0
RL,145000.0
RM,145000.0
RL,144900.0
RM,144500.0
RL,144500.0
FV,144152.0
RL,144000.0
RL,144000.0
RL,144000.0
RH,144000.0
RL,144000.0
RL,144000.0
RM,144000.0
RL,144000.0
RM,144000.0
RL,144000.0
RL,143900.0
RL,143750.0
RL,143500.0
RL,143500.0
RL,143250.0
RL,143000.0
RL,143000.0
RL,143000.0
RL,143000.0
RM,143000.0
RL,143000.0
RL,143000.0
RM,143000.0
RL,143000.0
RL,143000.0
RL,142953.0
RL,142600.0
RL,142500.0
RL,142500.0
RL,142500.0
RL,142125.0
RL,142000.0
RL,142000.0
RL,142000.0
RL,142000.0
RM,141500.0
RL,141000.0
RL,141000.0
RL,141000.0
RL,141000.0
RL,141000.0
RM,141000.0
RM,141000.0
RL,141000.0
RL,140200.0
RL,140000.0
RM,140000.0
RM,140000.0
RL,140000.0
RL,140000.0
RL,140000.0
RL,140000.0
RM,140000.0
RL,140000.0
RL,140000.0
RM,140000.0
RH,140000.0
RL,140000.0
RL,140000.0
RL,140000.0
RM,140000.0
RL,140000.0
RM,140000.0
RL,140000.0
RL,140000.0
RL,139950.0
RL,139900.0
RL,139600.0
RL,139500.0
RM,139400.0
RL,139400.0
RL,139000.0
RL,139000.0
RL,139000.0
RL,139000.0
RL,139000.0
RL,139000.0
RM,139000.0
RL,139000.0
RL,139000.0
RL,139000.0
RL,139000.0
RL,138887.0
RL,138800.0
RL,138500.0
RL,138500.0
RL,138000.0
RL,138000.0
RL,138000.0
RL,137900.0
RL,137500.0
RL,137500.0
RL,137500.0
RL,137500.0
RM,137500.0
RM,137500.0
RL,137450.0
RM,137000.0
RL,137000.0
RL,137000.0
RL,137000.0
RL,137000.0
RL,136905.0
RL,136900.0
RL,136500.0
RL,136500.0
RL,136500.0
RL,136500.0
RM,136500.0
RL,136000.0
RM,136000.0
RL,136000.0
RL,135960.0
RL,135900.0
RL,135750.0
RL,135500.0
RL,135500.0
RL,135000.0
RM,135000.0
RL,135000.0
RL,135000.0
RM,135000.0
RL,135000.0
RL,135000.0
RL,135000.0
RL,135000.0
RL,135000.0
RL,135000.0
RL,135000.0
RL,135000.0
RL,135000.0
RL,135000.0
RL,135000.0
RL,135000.0
RL,134900.0
RM,134900.0
RL,134800.0
RL,134500.0
RL,134500.0
RL,134450.0
RL,134432.0
RM,134000.0
RL,134000.0
RL,134000.0
C (all),133900.0
RL,133900.0
RL,133700.0
RL,133500.0
RL,133000.0
RH,133000.0
RM,133000.0
RL,133000.0
RL,133000.0
RL,133000.0
RL,132500.0
RL,132500.0
RL,132500.0
RL,132500.0
RM,132500.0
RL,132500.0
RL,132250.0
RM,132000.0
RL,132000.0
RL,132000.0
RL,132000.0
RM,132000.0
RL,132000.0
RM,131500.0
RM,131500.0
RL,131500.0
RL,131400.0
RL,131000.0
RL,131000.0
RM,131000.0
RL,130500.0
RL,130500.0
RL,130500.0
RL,130250.0
RL,130000.0
RM,130000.0
RM,130000.0
RM,130000.0
RL,130000.0
RL,130000.0
RL,130000.0
RL,130000.0
RH,130000.0
RL,130000.0
RM,130000.0
RM,129900.0
RM,129900.0
RL,129900.0
RL,129900.0
RL,129500.0
RL,129500.0
RL,129500.0
RM,129500.0
RL,129000.0
RL,129000.0
RL,129000.0
RL,129000.0
RL,129000.0
RL,129000.0
RL,129000.0
RL,129000.0
RL,128950.0
RL,128900.0
RM,128500.0
RL,128500.0
RL,128500.0
RL,128500.0
RL,128200.0
RL,128000.0
RM,128000.0
RL,128000.0
RM,128000.0
RL,128000.0
RL,128000.0
RM,128000.0
RL,127500.0
RL,127500.0
RL,127500.0
RL,127500.0
RM,127500.0
RL,127500.0
RL,127000.0
RM,127000.0
RL,127000.0
RL,127000.0
RL,127000.0
RL,127000.0
RM,127000.0
RL,127000.0
RM,127000.0
RL,126500.0
RM,126175.0
RL,126000.0
RL,126000.0
RL,126000.0
RL,125500.0
RM,125500.0
RM,125500.0
RM,125500.0
RM,125000.0
RM,125000.0
RL,125000.0
RL,125000.0
RL,125000.0
RM,125000.0
RL,125000.0
RM,125000.0
RL,125000.0
RM,125000.0
RL,124900.0
RM,124900.0
RL,124500.0
RM,124500.0
RL,124500.0
RL,124500.0
RL,124000.0
RM,124000.0
RM,124000.0
RL,124000.0
RL,124000.0
RL,124000.0
RL,123600.0
RL,123500.0
RL,123000.0
RL,123000.0
RL,123000.0
RL,123000.0
RL,122900.0
RM,122500.0
RM,122500.0
RL,122000.0
RL,122000.0
RM,122000.0
RM,122000.0
RL,121600.0
RL,121500.0
RL,121000.0
RM,120500.0
RL,120500.0
RM,120500.0
RL,120500.0
RL,120000.0
RL,120000.0
RM,120000.0
RL,120000.0
RL,120000.0
RL,120000.0
RM,120000.0
RM,119900.0
RH,119900.0
RL,119750.0
RM,119500.0
RL,119500.0
RL,119500.0
RM,119500.0
RL,119200.0
RL,119000.0
RL,119000.0
RM,119000.0
RL,119000.0
RL,119000.0
RL,119000.0
RM,119000.0
RL,118964.0
RL,118858.0
RL,118500.0
RL,118500.0
RL,118500.0
RL,118500.0
RM,118400.0
RL,118000.0
RM,118000.0
RL,118000.0
RL,118000.0
RM,118000.0
RL,118000.0
RL,117500.0
RM,117500.0
RM,117000.0
RL,117000.0
RM,117000.0
RL,117000.0
RM,116900.0
RL,116500.0
RL,116050.0
RM,116000.0
RL,116000.0
RL,116000.0
RM,115000.0
RM,115000.0
RL,115000.0
RM,115000.0
RL,115000.0
RM,115000.0
RM,115000.0
RL,115000.0
RL,115000.0
RM,115000.0
RL,115000.0
RL,115000.0
RM,114504.0
RM,114500.0
RL,114500.0
RM,113000.0
RL,113000.0
RL,113000.0
RM,113000.0
RM,113000.0
RL,113000.0
RM,112500.0
RL,112500.0
RL,112000.0
RM,112000.0
RL,112000.0
RM,112000.0
RL,112000.0
RL,112000.0
RL,112000.0
RL,111250.0
RL,111000.0
RM,110500.0
RM,110500.0
RM,110000.0
RM,110000.0
RM,110000.0
RL,110000.0
RM,110000.0
RL,110000.0
RL,110000.0
RL,110000.0
RL,110000.0
RL,110000.0
RL,110000.0
RL,110000.0
RL,110000.0
RL,109900.0
RL,109900.0
RM,109900.0
RL,109500.0
RL,109500.0
RM,109500.0
RL,109500.0
RL,109008.0
RL,109000.0
RL,109000.0
RL,108959.0
RM,108500.0
RL,108480.0
RL,108000.0
RL,108000.0
C (all),108000.0
RL,108000.0
RL,108000.0
RL,108000.0
RM,107900.0
RL,107500.0
RL,107500.0
RM,107500.0
RM,107400.0
RM,107000.0
RL,107000.0
RH,107000.0
RL,106500.0
RM,106500.0
RL,106250.0
RM,106000.0
RM,106000.0
RM,106000.0
RM,105900.0
RL,105500.0
RM,105000.0
RL,105000.0
RL,105000.0
RL,105000.0
RL,105000.0
RL,104900.0
RL,104900.0
RM,104000.0
RH,103600.0
RL,103200.0
RM,103000.0
C (all),102776.0
RL,102000.0
RL,102000.0
RM,102000.0
RL,101800.0
RM,101000.0
RM,100000.0
RM,100000.0
RM,100000.0
RL,100000.0
RM,100000.0
RM,100000.0
RL,100000.0
RL,100000.0
RL,100000.0
RL,99900.0
RL,99500.0
RL,98600.0
RL,98300.0
RL,98000.0
RM,98000.0
RL,98000.0
RL,97500.0
RL,97000.0
RM,97000.0
RM,97000.0
RL,96500.0
RM,96500.0
RL,95000.0
RL,95000.0
RL,94750.0
RM,94500.0
RL,94000.0
RL,93500.0
RL,93500.0
RM,93000.0
RM,93000.0
RL,93000.0
RL,92900.0
RM,92000.0
RL,91500.0
RM,91500.0
RM,91300.0
RM,91000.0
RM,91000.0
RL,91000.0
RL,90350.0
RL,90000.0
RM,90000.0
RL,90000.0
RM,89500.0
RM,89500.0
RM,89471.0
RM,89000.0
RL,88000.0
RM,88000.0
RM,88000.0
RM,88000.0
RL,87500.0
RM,87000.0
RM,87000.0
RM,87000.0
RM,87000.0
RM,86000.0
RL,86000.0
RL,86000.0
RL,85500.0
RM,85400.0
C (all),85000.0
RM,85000.0
RL,85000.0
RM,85000.0
RL,84900.0
RM,84500.0
RM,84500.0
RL,84500.0
RL,84000.0
RM,83500.0
RL,83000.0
RM,83000.0
RL,82500.0
RL,82500.0
RL,82500.0
RL,82000.0
RH,82000.0
RL,82000.0
RL,81000.0
RM,81000.0
C (all),81000.0
RM,80500.0
RM,80000.0
RM,80000.0
RL,80000.0
RL,80000.0
RM,79900.0
RL,79900.0
RM,79500.0
RL,79000.0
RM,79000.0
RH,79000.0
RM,78000.0
RL,76500.0
RH,76000.0
RM,75500.0
RM,75000.0
RM,73000.0
RL,72500.0
RM,68500.0
C (all),68400.0
RM,67000.0
RL,67000.0
RM,66500.0
RL,64500.0
RL,62383.0
RL,61000.0
RL,60000.0
RM,60000.0
RL,60000.0
RL,58500.0
C (all),55993.0
RM,55000.0
RM,55000.0
RM,52500.0
RL,52000.0
C (all),40000.0
RL,39300.0
RM,37900.0
C (all),35311.0
C (all),34900.0
